Gene ID;Entrez Gene ID;Gene Symbol;Gene Name;Organism;Unigene ID;Ensembl ID;UniProt ID;Alias;Lifespan Effect;Phenotype Description;Longevity Influence;Max Lifespan Change;Avg Lifespan Change;Method;Bibliographic reference
622;39251;Sod;Superoxide dismutase;Drosophila melanogaster;Dm.926;FBgn0003462;;CG11793 cSod cSOD Cu Cu-Zn SOD Cu/Zn sod Cu/Zn SOD;increase;Cu/ZnSOD overexpression extended the mean lifespan by up to 48%. Simultaneous overexpression of catalase with Cu/ZnSOD had no added benefit, presumably due to a preexisting excess of catalase.;pro;;48;Overexpression;1539: Sun and Tower (1999) "FLP recombinase-mediated induction of Cu/Zn-superoxide dismutase transgene expression can extend the life span of adult Drosophila melanogaster flies."  Mol. Cell. Biol. 19(1):216-228 (9858546)
622;39251;Sod;Superoxide dismutase;Drosophila melanogaster;Dm.926;FBgn0003462;;CG11793 cSod cSOD Cu Cu-Zn SOD Cu/Zn sod Cu/Zn SOD;increase;Overexpression of catalase and Sod1 resulted in a one-third lifespan extension, a slower rate of mortality acceleration, and a delayed loss in physical performance.;pro;;33;Overexpression;39: Orr and Sohal (1994) "Extension of life-span by overexpression of superoxide dismutase and catalase in Drosophila melanogaster."  Science 263(5150):1128-1130 (8108730)
984;174141;sod-1;superoxide dismutase;Caenorhabditis elegans;;C15F1.7;;;increase;sod-1 RNAi decreases oxidative damage and increases life span.;anti;;;RNA interference;2452: Yang et al. (2007) "A Measurable increase in oxidative damage due to reduction in superoxide detoxification fails to shorten the life span of long-lived mitochondrial mutants of Caenorhabditis elegans."  Genetics 177(4):2063-2074 (18073424)
985;172632;sod-2;Superoxide dismutase (24.5 kD) (sod-2);Caenorhabditis elegans;;F10D11.1;;;increase;sod-2 mutants are long-lived (maximum lifespan increased by 30%) despite a significant increase in oxidatively damaged proteins. The lifespan of sod1, sod3, sod4 and sod5 mutants was not affected. Examination of worm lifespan revealed that sod-1, sod-3, sod-5 mutant worms live as long as wild-type worms while both sod-2, sod-3, sod-5 and sod-1, sod-2, sod- 4 mutant worms live significantly longer than wild-type (maximum lifespan increased by 30%).  ;anti;30;;Mutations;2083: Van Raamsdonk and Hekimi (2009) "Deletion of the mitochondrial superoxide dismutase sod-2 extends lifespan in Caenorhabditis elegans."  PLoS Genet. 5(2):e1000361 (19197346)
985;172632;sod-2;Superoxide dismutase (24.5 kD) (sod-2);Caenorhabditis elegans;;F10D11.1;;;increase;Treatment of wild-type worms increased their mean LS by a mean of 44 percent, and treatment of prematurely aging worms resulted in normalization of their LS (a 67 percent increase). ;pro;;44;Pharmacological overexpression (Superoxide dismutase/catalase mimetics);204: Melov et al. (2000) "Extension of life-span with superoxide dismutase/catalase mimetics."  Science 289(5484):1567-1569 (10968795)
621;853568;SOD1;Cu, Zn superoxide dismutase;Saccharomyces cerevisiae;;YJR104C;;CRS4;increase;Increasing the level of active Cu, Zn-Sod in yeast was found to require either growth in the presence of high copper, or the simultaneous overexpression of both SOD1 and CCS1 (the latter being the gene that encodes the chaperone dedicated to Cu(2+)-loading of Sod1p in vivo). Dual SOD1 + CCS1 overexpression elevated the levels of Cu,Zn-Sod activity six- to eight-fold in vegetative cultures. It also increased the optimized survival of stationary cells up to two-fold, showing this chronological lifespan is ultimately limited by oxidative stress. In contrast, several detrimental effects resulted when the SOD1 gene was overexpressed in the absence of either high copper or a simultaneous overexpression of CCS1. Both the chronological and the replicative lifespans were shortened, the cells displayed an abnormally high level of endogenous oxidative stress, resulting in a high rate of spontaneous mutation. Such harmful effects were all reversed through the overexpression of CCS1.;pro;;;Overexpression;2532: Harris et al. (2005) "Overexpressed Sod1p acts either to reduce or to increase the lifespans and stress resistance of yeast, depending on whether it is Cu(2+)-deficient or an active Cu,Zn-superoxide dismutase."  Aging Cell 4(1):41-52 (15659212)
621;853568;SOD1;Cu, Zn superoxide dismutase;Saccharomyces cerevisiae;;YJR104C;;CRS4;decrease;40% decrease in replicative lifespan;fitness;;40;Deletion;2257: Unlu and Koc (2007) "Effects of deleting mitochondrial antioxidant genes on life span."  Ann. N. Y. Acad. Sci. 1100:505-509 (17460215)
621;853568;SOD1;Cu, Zn superoxide dismutase;Saccharomyces cerevisiae;;YJR104C;;CRS4;increase;Overexpression of Sod1 and Sod2 extends survival by 30%.;pro;;30;Overexpression;2271: Fabrizio et al. (2003) "SOD2 functions downstream of Sch9 to extend longevity in yeast."  Genetics 163(1):35-46 (12586694)
624;36878;Sod2;Superoxide dismutase 2 (Mn);Drosophila melanogaster;Dm.4800;FBgn0010213;;CG8905 Dmel\CG8905 dSOD2 Mito SOD mitSOD2 Mn SOD M;increase;Gene overexpression resulted in a 20% increase in mean and maximal  lifespan.;pro;20;20;Overexpression;2481: Curtis et al. (2007) "Transcriptional profiling of MnSOD-mediated lifespan extension in Drosophila reveals a species-general network of aging and metabolic genes."  Genome Biol. 8(12):R262 (18067683)
827;20656;Sod2;Superoxide dismutase 2, mitochondrial;Mus musculus;;ENSMUSG00000006818;;MnSOD Sod-2;decrease;Gene deletion in connective tissue resulted in mutant mice with a reduced lifespan and premature onset of aging-related phenotypes such as weight loss, skin atrophy, kyphosis, osteoporosis and muscle degeneration.;pro;14;43;Deletion in connective tissue;1965: Treiber et al. (2011) "Accelerated aging phenotype in mice with conditional deficiency for mitochondrial superoxide dismutase in the connective tissue."  Aging Cell 10(2):239-254 (21108731)
623;856399;SOD2;Manganese-containing superoxide dismutase;Saccharomyces cerevisiae;;YHR008C;;;decrease;Mean chronological lifespan decreased in the a strain by more than 50%;fitness;;50;Deletion;2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
623;856399;SOD2;Manganese-containing superoxide dismutase;Saccharomyces cerevisiae;;YHR008C;;;decrease;72% replicative lifespan decrease;fitness;;72;Deletion;2257: Unlu and Koc (2007) "Effects of deleting mitochondrial antioxidant genes on life span."  Ann. N. Y. Acad. Sci. 1100:505-509 (17460215)
623;856399;SOD2;Manganese-containing superoxide dismutase;Saccharomyces cerevisiae;;YHR008C;;;increase;Overexpression of Sod1 and Sod2 extends survival by 30%.;pro;;30;Overexpression;2271: Fabrizio et al. (2003) "SOD2 functions downstream of Sch9 to extend longevity in yeast."  Genetics 163(1):35-46 (12586694)
624;36878;Sod2;Superoxide dismutase 2 (Mn);Drosophila melanogaster;Dm.4800;FBgn0010213;;CG8905 Dmel\CG8905 dSOD2 Mito SOD mitSOD2 Mn SOD M;decrease;RNA interference results in increased oxidative stress and early-onset mortality in young adults.;pro;;;RNA interference;656: Kirby et al. (2002) "RNA interference-mediated silencing of Sod2 in Drosophila leads to early adult-onset mortality and elevated endogenous oxidative stress."  Proc. Natl. Acad. Sci. U.S.A. 99(25):16162-16167 (12456885)
2163;6649;SOD3;superoxide dismutase 3;Mus musculus;;;;;decrease;Mice overexpressing a mutant variant of human SOD3 (R213G) had a shortened lifespan (11 months). Mice expressing the SOD3 transgene (SOD3-Tg) displayed features of accelerated ageing such as hair greying and abnormal gait. The mice also had systemic inflammation and organ degeneration. ;pro;;;Mutation;4422: Kwon et al. (2015) "SOD3 Variant, R213G, Altered SOD3 Function, Leading to ROS-Mediated Inflammation and Damage in Multiple Organs of Premature Aging Mice."  Antioxid. Redox Signal. 23(12):985-999 (25927599)
1689;851569;SOK1;Suppressor Of Kinase;Saccharomyces cerevisiae;;YDR006C;;;increase;Replicative lifespan increased by 50%-20% in the alpha and a strains ;anti;;50;Deletion;2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1158;850437;SOL2;Suppressor Of Los1-1;Saccharomyces cerevisiae;;YCR073W-A;;YCRX13W;decrease;Mean replicative lifespan decreased in the alpha and a strain ;fitness;;;Deletion;2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1834;855088;SOV1;Sov1p;Saccharomyces cerevisiae;;;;;increase;A SOV1 deletion extends life span without affecting steady-state levels of ROS or oxidative damage.;anti;50;30;Mutation;3272: Caballero et al. (2011) "Absence of mitochondrial translation control proteins extends life span by activating sirtuin-dependent silencing."  Mol. Cell 42(3):390-400 (21549315)
1983;2542614;SPAC1399.04c;uracil phosphoribosyltransferase (predicted);Schizosaccharomyces pombe;;;;;increase;Deletion of uracil phosphoribosyltransferase increases chronological lifespan.;anti;;;Deletion;3555: Rallis et al. (2014) "Systematic screen for mutants resistant to TORC1 inhibition in fission yeast reveals genes involved in cellular ageing and growth."  Biol Open 3(2):161-171 (24463365)
1997;2542177;SPAC17H9.08;mitochondrial coenzyme A transporter (predicted);Schizosaccharomyces pombe;;;;;decrease;Deletion of mitochondrial coenzyme A transporter decreases chronological lifespan.;fitness;;;Deletion;3555: Rallis et al. (2014) "Systematic screen for mutants resistant to TORC1 inhibition in fission yeast reveals genes involved in cellular ageing and growth."  Biol Open 3(2):161-171 (24463365)
2249;2541482;SPAC23D3.03c;GTPase activating protein;Schizosaccharomyces pombe;;;;;increase;Deletion of SPAC23D3.03c in fission yeast increased chronological lifespan. ;anti;;;Mutation;4763: Sideri et al. (2014) "Parallel profiling of fission yeast deletion mutants for proliferation and for lifespan during long-term quiescence."  G3 (Bethesda) 5(1):145-155 (25452419)
2000;2543101;SPAC323.03c;sequence orphan;Schizosaccharomyces pombe;;;;;increase;Deletion of sequence orphan   increases chronological lifespan.;anti;;;Deletion;3555: Rallis et al. (2014) "Systematic screen for mutants resistant to TORC1 inhibition in fission yeast reveals genes involved in cellular ageing and growth."  Biol Open 3(2):161-171 (24463365)
1986;2543072;SPAC3A12.09c;urease accessory protein UreD (predicted);Schizosaccharomyces pombe;;;;;increase;Deletion of UreD increases chronological lifespan.;anti;;;Deletion;3555: Rallis et al. (2014) "Systematic screen for mutants resistant to TORC1 inhibition in fission yeast reveals genes involved in cellular ageing and growth."  Biol Open 3(2):161-171 (24463365)
1998;2543375;SPAC3H1.08c;DUF1640 family protein;Schizosaccharomyces pombe;;;;;increase;Deletion of SPAC3H1.08c increases chronological lifespan.;anti;;;Deletion;3555: Rallis et al. (2014) "Systematic screen for mutants resistant to TORC1 inhibition in fission yeast reveals genes involved in cellular ageing and growth."  Biol Open 3(2):161-171 (24463365)
2250;2542654;SPAC8E11.05c;DUF5102 family conserved fungal protein;Schizosaccharomyces pombe;;;;;increase;Deletion of SPAC8E11.05c in fission yeast increased chronological lifespan. ;anti;;;Mutation;4763: Sideri et al. (2014) "Parallel profiling of fission yeast deletion mutants for proliferation and for lifespan during long-term quiescence."  G3 (Bethesda) 5(1):145-155 (25452419)
1740;40562;Spargel;Spargel;Drosophila melanogaster;;FBgn0037248;;CG 9809 cg9809 CG9809 Dmel\CG9809 dPGC dPGC-1 PGC-;increase;Tissue-specific overexpression of dPGC-1 in stem and progenitor cells within the digestive tract of female flies extends lifespan. Flies display a delay in the onset of aging-related changes in the intestine, leading to improved tissue homeostasis in old flies.;pro;37;33;Overexpression in stem and progenitor cells;2545: Rera et al. (2011) "Modulation of longevity and tissue homeostasis by the Drosophila PGC-1 homolog."  Cell Metab. 14(5):623-634 (22055505)
2242;2539836;SPBC1198.07c;SPBC1198.07c;Schizosaccharomyces pombe;;;;;increase;Deletion of SPBC1198.07c in fission yeast increased chronological lifespan. ;anti;;;Mutation;4763: Sideri et al. (2014) "Parallel profiling of fission yeast deletion mutants for proliferation and for lifespan during long-term quiescence."  G3 (Bethesda) 5(1):145-155 (25452419)
1853;2539743;SPBC16A3.08c;protein stm1;Schizosaccharomyces pombe;;;;;increase;Overexpression of Oga1 (SPBC16A3.08c) extends chronological lifespan of fission yeast.;pro;;;Overexpression;3487: Ohtsuka et al. (2013) "Screening for long-lived genes identifies Oga1, a guanine-quadruplex associated protein that affects the chronological lifespan of the fission yeast Schizosaccharomyces pombe."  Mol. Genet. Genomics 288(5-6):285-295 (23640107)
2003;2540026;SPBC16D10.08c;heat shock protein Hsp104 (predicted);Schizosaccharomyces pombe;;;;;increase;Deletion of Hsp104  increases chronological lifespan.;anti;;;Deletion;3555: Rallis et al. (2014) "Systematic screen for mutants resistant to TORC1 inhibition in fission yeast reveals genes involved in cellular ageing and growth."  Biol Open 3(2):161-171 (24463365)
2269;2540834;SPBC18H10.18c;SPBC18H10.18c;Schizosaccharomyces pombe;;;;;increase;Deletion of SPBC18H10.18c in fission yeast increased chronological lifespan. ;anti;;;Mutation;4763: Sideri et al. (2014) "Parallel profiling of fission yeast deletion mutants for proliferation and for lifespan during long-term quiescence."  G3 (Bethesda) 5(1):145-155 (25452419)
2252;2540844;SPBC1921.04c;SPBC1921.04c;Schizosaccharomyces pombe;;;;;increase;Deletion of SPBC1921.04c in fission yeast increased chronological lifespan. ;anti;;;Mutation;4763: Sideri et al. (2014) "Parallel profiling of fission yeast deletion mutants for proliferation and for lifespan during long-term quiescence."  G3 (Bethesda) 5(1):145-155 (25452419)
1989;2540765;SPBC1D7.01;prefoldin subunit 1 (predicted);Schizosaccharomyces pombe;;;;;decrease;Deletion of SPBC1D7.01 decreases chronological lifespan.;fitness;;;Deletion;3555: Rallis et al. (2014) "Systematic screen for mutants resistant to TORC1 inhibition in fission yeast reveals genes involved in cellular ageing and growth."  Biol Open 3(2):161-171 (24463365)
1992;2540991;SPBC3H7.03c;alpha-ketoglutarate dehydrogenase;Schizosaccharomyces pombe;;;;;increase;Deletion of alpha-ketoglutarate dehydrogenase increases chronological lifespan.;anti;;;Deletion;3555: Rallis et al. (2014) "Systematic screen for mutants resistant to TORC1 inhibition in fission yeast reveals genes involved in cellular ageing and growth."  Biol Open 3(2):161-171 (24463365)
2268;2541246;SPBC8E4.02c;SPBC8E4.02c;Schizosaccharomyces pombe;;;;;increase;Deletion of SPBC8E4.02c in fission yeast increased chronological lifespan. ;anti;;;Mutation;4763: Sideri et al. (2014) "Parallel profiling of fission yeast deletion mutants for proliferation and for lifespan during long-term quiescence."  G3 (Bethesda) 5(1):145-155 (25452419)
2006;2541353;SPBP35G2.11c;transcription related zf-ZZ type zinc finger protein;Schizosaccharomyces pombe;;;;;increase;Deletion of transcription related zf-ZZ type zinc finger protein increases chronological lifespan.;anti;;;Deletion;3555: Rallis et al. (2014) "Systematic screen for mutants resistant to TORC1 inhibition in fission yeast reveals genes involved in cellular ageing and growth."  Biol Open 3(2):161-171 (24463365)
1990;2541358;SPBP4H10.16c;phosphatase activator (predicted);Schizosaccharomyces pombe;;;;;increase;Deletion of SPBP4H10.16c increases chronological lifespan.;anti;;;Deletion;3555: Rallis et al. (2014) "Systematic screen for mutants resistant to TORC1 inhibition in fission yeast reveals genes involved in cellular ageing and growth."  Biol Open 3(2):161-171 (24463365)
1627;851250;SPC72;Spindle Pole Component;Saccharomyces cerevisiae;;YAL047C;;LDB4;decrease;Replicative lifespan decreased by 80% in the alpha strain ;fitness;;80;Deletion;2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
2007;2539169;SPCC1235.11;hypothetical protein;Schizosaccharomyces pombe;;;;;decrease;Deletion of SPCC1235.11 decreases chronological lifespan.;fitness;;;Deletion;3555: Rallis et al. (2014) "Systematic screen for mutants resistant to TORC1 inhibition in fission yeast reveals genes involved in cellular ageing and growth."  Biol Open 3(2):161-171 (24463365)
